text,disease
chills throwing up weakness weight loss cough high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills throwing up low energy weight loss cough high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
chills throwing up fatigue weight loss cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills throwing up fatigue weight loss cough high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
chills throwing up fatigue weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills throwing up weakness weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
chills feeling like vomiting low energy weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
throwing up low energy weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
throwing up low energy weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
vomiting weakness weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
vomiting low energy weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills feeling tired weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills low energy weight loss cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills fatigue weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills low energy weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills feeling like vomiting weight loss cough high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills feeling like vomiting weight loss cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills feeling like vomiting weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills feeling like vomiting weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills throwing up fatigue cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting low energy cough high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills feeling like vomiting feeling tired cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills vomiting weakness cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting low energy weight loss high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills feeling like vomiting fatigue weight loss high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills feeling like vomiting low energy weight loss high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
chills feeling like vomiting fatigue weight loss high fever breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
chills throwing up feeling tired weight loss cough shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
chills feeling like vomiting feeling tired weight loss cough cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills feeling like vomiting weakness weight loss cough breathing problem sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills feeling like vomiting feeling tired weight loss cough shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
chills throwing up feeling tired weight loss cough high fever sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pressure in chest blood in sputum,Tuberculosis
chills throwing up fatigue weight loss cough high fever sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting fatigue weight loss cough high fever sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills feeling like vomiting low energy weight loss cough high fever sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills feeling like vomiting feeling tired weight loss cough high fever shortness of breath loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting low energy weight loss cough high fever shortness of breath loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
chills vomiting weakness weight loss cough high fever cannot breathe properly loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills feeling like vomiting low energy weight loss cough high fever difficulty breathing loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
continuous sneezing chills feeling tired cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
chills weakness cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
chills fatigue cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
chills low energy cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
